ekatte,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc
15045,с.,Глашатай,TGV,TGV02,TGV02-00,3,8,6,1864,25,1014
15059,с.,Гледаци,GAB,GAB05,GAB05-23,3,8,5,1864,07,1015
15062,с.,Гледачево,SZR,SZR27,SZR27-00,3,8,3,1864,23,1016
15093,с.,Гледка,HKV,HKV30,HKV30-14,3,6,4,1864,26,1017
15103,с.,Глогинка,TGV,TGV24,TGV24-07,3,7,4,1864,25,1018
15117,с.,Глогино,SML,SML02,SML02-00,3,8,8,1864,20,1019
15120,с.,Глоговец,VTR,VTR13,VTR13-09,3,8,6,1864,04,1020
15134,с.,Глоговица,PER,PER51,PER51-00,3,8,7,1864,13,1021
15148,с.,Глогово,LOV,LOV33,LOV33-05,3,5,6,1864,10,1022
15151,гр.,Глоджево,RSE,RSE05,RSE05-02,1,4,4,1864,17,1023
15165,с.,Гложене,LOV,LOV33,LOV33-06,3,5,5,1864,10,1024
18505,с.,Гложене,VRC,VRC20,VRC20-02,3,4,2,1864,06,1025
15179,с.,Глумово,HKV,HKV11,HKV11-00,3,8,6,1864,26,1026
15182,с.,Глумче,BGS,BGS09,BGS09-00,3,8,3,1864,02,1027
15196,с.,Глутниците,GAB,GAB35,GAB35-00,3,8,6,1864,07,1028
15206,с.,Глуфишево,SLV,SLV20,SLV20-10,3,6,3,1864,19,1029
15216,с.,Глухар,KRZ,KRZ16,KRZ16-07,3,5,4,1864,08,1030
15223,с.,Глушка,GAB,GAB12,GAB12-00,3,8,6,1864,07,1031
15237,с.,Глушник,SLV,SLV20,SLV20-11,3,6,4,1864,19,1032
15240,с.,Гнездаре,HKV,HKV11,HKV11-00,3,8,5,1864,26,1033
15268,с.,Гняздово,KRZ,KRZ16,KRZ16-13,3,8,4,1864,08,1034
15271,с.,Говедаре,PAZ,PAZ19,PAZ19-07,3,5,4,1864,12,1035
15285,с.,Говедарци,SFO,SFO39,SFO39-04,3,5,8,1864,22,1036
15299,с.,Говежда,MON,MON14,MON14-04,3,7,5,1864,11,1037
15309,гр.,Годеч,SFO,SFO09,SFO09-00,1,3,7,1864,22,1038
15312,с.,Годешево,BLG,BLG42,BLG42-04,3,6,7,1864,01,1039
15326,с.,Годлево,BLG,BLG37,BLG37-03,3,6,7,1864,01,1040
15331,с.,Гоз,PER,PER08,PER08-00,3,8,7,1864,13,1041
15343,с.,Гоздевица,SML,SML31,SML31-01,3,8,8,1864,20,1042
15357,с.,Гоздейка,GAB,GAB12,GAB12-00,3,8,5,1864,07,1043
15374,с.,Голак,SFO,SFO25,SFO25-00,3,8,7,1864,22,1044
15549,с.,Голем Цалим,BLG,BLG40,BLG40-00,3,8,7,1864,01,1045
15432,с.,Голема Раковица,SFO,SFO17,SFO17-00,3,6,6,1864,22,1046
15446,с.,Голема Фуча,KNL,KNL04,KNL04-00,3,7,7,1864,09,1047
15391,с.,Големани,VTR,VTR13,VTR13-00,3,8,5,1864,04,1048
15401,с.,Големаните,VTR,VTR04,VTR04-00,3,8,5,1864,04,1049
15415,с.,Големаново,VID,VID22,VID22-00,3,7,5,1864,05,1050
15429,с.,Големанци,HKV,HKV34,HKV34-06,3,6,4,1864,26,1051
15463,с.,Големи Българени,GAB,GAB12,GAB12-00,3,8,6,1864,07,1052
15480,с.,Големи Станчовци,GAB,GAB35,GAB35-00,3,8,6,1864,07,1053
15494,с.,Големо Бабино,VRC,VRC21,VRC21-00,3,7,3,1864,06,1054
15504,с.,Големо Бучино,PER,PER32,PER32-05,3,6,7,1864,13,1055
15518,с.,Големо Малово,SFO,SFO16,SFO16-00,3,7,7,1864,22,1056
15535,с.,Големо село,KNL,KNL04,KNL04-06,3,6,6,1864,09,1057
15552,с.,Голец,LOV,LOV36,LOV36-00,3,7,5,1864,10,1058
15566,с.,Голеш,SLS,SLS15,SLS15-02,3,6,3,1864,18,1059
15572,с.,Голеш,SFO,SFO09,SFO09-00,3,8,7,1864,22,1060
15583,с.,Голешово,BLG,BLG40,BLG40-00,3,8,7,1864,01,1061
15597,с.,Голица,VAR,VAR13,VAR13-04,3,6,4,1864,03,1062
15607,с.,Голобрад,KRZ,KRZ02,KRZ02-00,3,7,6,1864,08,1063
15610,с.,Голобрадово,HKV,HKV30,HKV30-00,3,8,4,1864,26,1064
15457,с.,Голям Върбовник,KNL,KNL04,KNL04-00,3,7,6,1864,09,1065
15727,с.,Голям Девесил,KRZ,KRZ15,KRZ15-00,3,7,5,1864,08,1066
15730,с.,Голям Дервент,JAM,JAM07,JAM07-00,3,8,5,1864,28,1067
15744,с.,Голям дол,SZR,SZR04,SZR04-00,3,8,4,1864,23,1068
15758,с.,Голям извор,LOV,LOV33,LOV33-07,3,6,5,1864,10,1069
15761,с.,Голям извор,RAZ,RAZ29,RAZ29-05,3,7,5,1864,16,1070
15775,с.,Голям извор,HKV,HKV30,HKV30-15,3,6,4,1864,26,1071
15789,с.,Голям манастир,JAM,JAM25,JAM25-08,3,7,4,1864,28,1072
15953,с.,Голям Поровец,RAZ,RAZ14,RAZ14-04,3,6,4,1864,16,1073
15970,с.,Голям чардак,PDV,PDV33,PDV33-01,3,6,4,1864,15,1074
15641,с.,Голяма бара,KRZ,KRZ16,KRZ16-00,3,8,5,1864,08,1075
15655,с.,Голяма Брестница,LOV,LOV38,LOV38-00,3,7,5,1864,10,1076
15669,с.,Голяма вода,RAZ,RAZ29,RAZ29-04,3,7,4,1864,16,1077
15698,с.,Голяма долина,HKV,HKV18,HKV18-00,3,8,4,1864,26,1078
15703,с.,Голяма Желязна,LOV,LOV34,LOV34-07,3,6,5,1864,10,1079
15713,с.,Голяма Чинка,KRZ,KRZ15,KRZ15-05,3,7,5,1864,08,1080
15792,с.,Голямо Асеново,HKV,HKV09,HKV09-00,3,7,3,1864,26,1081
15802,с.,Голямо Белово,PAZ,PAZ04,PAZ04-02,3,6,5,1864,12,1082
15816,с.,Голямо Буково,BGS,BGS06,BGS06-00,3,8,3,1864,02,1083
15829,с.,Голямо Враново,RSE,RSE33,RSE33-04,3,5,1,1864,17,1084
15833,с.,Голямо градище,TGV,TGV23,TGV23-01,3,5,5,1864,25,1085
15850,с.,Голямо Доляне,TGV,TGV02,TGV02-00,3,8,5,1864,25,1086
15864,с.,Голямо Дряново,SZR,SZR12,SZR12-00,3,7,5,1864,23,1087
15878,с.,Голямо Каменяне,KRZ,KRZ15,KRZ15-07,3,7,5,1864,08,1088
15881,с.,Голямо Крушево,JAM,JAM03,JAM03-00,3,7,4,1864,28,1089
15895,с.,Голямо ново,TGV,TGV35,TGV35-42,3,6,5,1864,25,1090
15521,с.,Голямо Пещене,VRC,VRC10,VRC10-06,3,7,3,1864,06,1091
15919,с.,Голямо Соколово,TGV,TGV35,TGV35-10,3,6,4,1864,25,1092
15922,с.,Голямо църквище,TGV,TGV22,TGV22-43,3,7,5,1864,25,1093
15936,с.,Голямо Чочовени,SLV,SLV20,SLV20-00,3,7,5,1864,19,1094
15984,с.,Голяновци,SFO,SFO26,SFO26-04,3,6,6,1864,22,1095
15998,с.,Гомотарци,VID,VID09,VID09-10,3,6,2,1864,05,1096
16002,с.,Горан,LOV,LOV18,LOV18-00,3,7,3,1864,10,1097
16016,с.,Горановци,VTR,VTR04,VTR04-00,3,8,6,1864,04,1098
16026,с.,Горановци,KNL,KNL29,KNL29-00,3,8,6,1864,09,1099
16033,с.,Гореме,BLG,BLG49,BLG49-00,3,8,7,1864,01,1100
16047,с.,Горен Еневец,VTR,VTR04,VTR04-00,3,8,5,1864,04,1101
16050,с.,Горен чифлик,VAR,VAR13,VAR13-05,3,5,1,1864,03,1102
16064,с.,Горица,BGS,BGS17,BGS17-05,3,6,2,1864,02,1103
16078,с.,Горица,VAR,VAR05,VAR05-00,3,8,3,1864,03,1104
16081,с.,Горица,TGV,TGV24,TGV24-00,3,7,5,1864,25,1105
18575,с.,Горица,DOB,DOB12,DOB12-00,3,8,3,1864,24,1106
16095,с.,Горичане,DOB,DOB29,DOB29-00,3,8,2,1864,24,1107
16105,с.,Горичево,RAZ,RAZ16,RAZ16-04,3,7,3,1864,16,1108
02782,с.,Горна Арда,SML,SML31,SML31-00,3,8,8,1864,20,1109
16119,с.,Горна Бела речка,MON,MON12,MON12-00,3,8,5,1864,11,1110
16122,с.,Горна Бешовица,VRC,VRC27,VRC27-00,3,7,5,1864,06,1111
18513,с.,Горна Биркова,PAZ,PAZ08,PAZ08-09,3,7,8,1864,12,1112
16136,с.,Горна Брезница,BLG,BLG28,BLG28-01,3,6,5,1864,01,1113
16141,с.,Горна Брестница,KNL,KNL29,KNL29-00,3,8,7,1864,09,1114
18561,с.,Горна Василица,SFO,SFO25,SFO25-00,3,7,7,1864,22,1115
16153,с.,Горна Вереница,MON,MON29,MON29-00,3,7,5,1864,11,1116
16167,с.,Горна Врабча,PER,PER19,PER19-00,3,8,7,1864,13,1117
16170,с.,Горна Глоговица,PER,PER19,PER19-00,3,8,7,1864,13,1118
16198,с.,Горна Гращица,KNL,KNL29,KNL29-09,3,6,6,1864,09,1119
16208,с.,Горна Диканя,PER,PER36,PER36-00,3,7,7,1864,13,1120
18527,с.,Горна Дъбева,PAZ,PAZ08,PAZ08-00,3,7,8,1864,12,1121
16211,с.,Горна Златица,TGV,TGV02,TGV02-00,3,8,5,1864,25,1122
16225,с.,Горна Кабда,TGV,TGV35,TGV35-00,3,8,5,1864,25,1123
16239,с.,Горна Ковачица,MON,MON36,MON36-00,3,7,3,1864,11,1124
16242,с.,Горна Козница,KNL,KNL04,KNL04-00,3,7,5,1864,09,1125
16256,с.,Горна Кремена,VRC,VRC27,VRC27-05,3,6,5,1864,06,1126
16267,с.,Горна крепост,KRZ,KRZ16,KRZ16-08,3,7,5,1864,08,1127
16273,с.,Горна Крушица,BLG,BLG49,BLG49-00,3,8,6,1864,01,1128
16287,с.,Горна кула,KRZ,KRZ15,KRZ15-08,3,7,5,1864,08,1129
16290,с.,Горна Липница,VTR,VTR22,VTR22-06,3,7,3,1864,04,1130
16300,с.,Горна Лука,MON,MON36,MON36-00,3,7,5,1864,11,1131
16314,с.,Горна Малина,SFO,SFO10,SFO10-00,3,4,6,1864,22,1132
16328,с.,Горна махала,PDV,PDV12,PDV12-00,3,7,4,1864,15,1133
16331,с.,Горна Мелна,PER,PER51,PER51-00,3,8,8,1864,13,1134
16345,с.,Горна Митрополия,PVN,PVN10,PVN10-05,3,5,3,1864,14,1135
16359,гр.,Горна Оряховица,VTR,VTR06,VTR06-00,1,2,3,1864,04,1136
16362,с.,Горна Рибница,BLG,BLG49,BLG49-00,3,8,7,1864,01,1137
16376,с.,Горна Росица,GAB,GAB29,GAB29-07,3,6,4,1864,07,1138
16382,с.,Горна Секирна,PER,PER08,PER08-00,3,8,7,1864,13,1139
16393,с.,Горна Студена,VTR,VTR28,VTR28-05,3,6,3,1864,04,1140
16403,с.,Горна Сушица,BLG,BLG40,BLG40-00,3,8,6,1864,01,1141
16417,с.,Горна Хаджийска,VTR,VTR14,VTR14-00,3,8,5,1864,04,1142
16420,с.,Горна Хубавка,TGV,TGV22,TGV22-10,3,7,5,1864,25,1143
16448,с.,Горни Богров,SOF,SOF46,SOF46-50,3,6,6,1864,21,1144
16451,с.,Горни Вадин,VRC,VRC31,VRC31-02,3,7,2,1864,06,1145
16479,с.,Горни Върпища,GAB,GAB12,GAB12-02,3,8,6,1864,07,1146
16496,с.,Горни Главанак,HKV,HKV18,HKV18-00,3,8,3,1864,26,1147
16506,с.,Горни Дамяновци,GAB,GAB35,GAB35-00,3,8,6,1864,07,1148
16513,с.,Горни Домлян,PDV,PDV13,PDV13-07,3,6,5,1864,15,1149
16523,с.,Горни Драгойча,GAB,GAB12,GAB12-00,3,8,5,1864,07,1150
16537,с.,Горни Дъбник,PVN,PVN11,PVN11-02,3,5,3,1864,14,1151
16554,с.,Горни Коритен,KNL,KNL50,KNL50-00,3,8,8,1864,09,1152
16568,с.,Горни край,VTR,VTR13,VTR13-00,3,8,6,1864,04,1153
16571,с.,Горни Лом,VID,VID37,VID37-02,3,6,5,1864,05,1154
16585,с.,Горни Маренци,GAB,GAB35,GAB35-04,3,8,7,1864,07,1155
16599,с.,Горни Окол,SFO,SFO39,SFO39-00,3,7,8,1864,22,1156
16609,с.,Горни Радковци,GAB,GAB35,GAB35-04,3,8,7,1864,07,1157
16612,с.,Горни Романци,PER,PER08,PER08-00,3,8,7,1864,13,1158
16626,с.,Горни Танчевци,VTR,VTR13,VTR13-00,3,8,6,1864,04,1159
16639,с.,Горни Цибър,MON,MON11,MON11-00,3,7,1,1864,11,1160
16643,с.,Горни Цоневци,GAB,GAB35,GAB35-04,3,8,6,1864,07,1161
16660,с.,Горни Юруци,KRZ,KRZ15,KRZ15-00,3,8,5,1864,08,1162
16540,с.,Горник,PVN,PVN37,PVN37-03,3,5,3,1864,14,1163
16674,с.,Горно Абланово,RSE,RSE03,RSE03-04,3,6,3,1864,17,1164
16688,с.,Горно Александрово,SLV,SLV20,SLV20-13,3,6,4,1864,19,1165
16691,с.,Горно Белево,SZR,SZR04,SZR04-00,3,7,3,1864,23,1166
16701,с.,Горно Ботево,SZR,SZR31,SZR31-09,3,6,3,1864,23,1167
16729,с.,Горно Войводино,HKV,HKV34,HKV34-00,3,7,5,1864,26,1168
16732,с.,Горно вършило,PAZ,PAZ29,PAZ29-00,3,8,6,1864,12,1169
16754,с.,Горно Драглище,BLG,BLG37,BLG37-04,3,5,7,1864,01,1170
16763,с.,Горно Дряново,BLG,BLG13,BLG13-02,3,5,7,1864,01,1171
16780,с.,Горно Изворово,SZR,SZR12,SZR12-00,3,7,6,1864,23,1172
16794,с.,Горно Камарци,SFO,SFO10,SFO10-00,3,7,7,1864,22,1173
18558,с.,Горно Кирково,KRZ,KRZ14,KRZ14-07,3,6,5,1864,08,1174
16804,с.,Горно Кобиле,KNL,KNL50,KNL50-00,3,8,7,1864,09,1175
16818,с.,Горно Козарево,TGV,TGV22,TGV22-00,3,7,6,1864,25,1176
77596,с.,Горно Краище,BLG,BLG02,BLG02-11,3,5,8,1864,01,1177
16821,с.,Горно Къпиново,KRZ,KRZ14,KRZ14-00,3,6,6,1864,08,1178
16835,с.,Горно Луково,HKV,HKV11,HKV11-00,3,8,4,1864,26,1179
16849,с.,Горно Новково,TGV,TGV22,TGV22-00,3,7,5,1864,25,1180
16852,с.,Горно ново село,SZR,SZR04,SZR04-00,3,7,6,1864,23,1181
16866,с.,Горно Озирово,MON,MON12,MON12-00,3,7,5,1864,11,1182
16870,с.,Горно Осеново,BLG,BLG44,BLG44-03,3,8,6,1864,01,1183
16883,с.,Горно Павликене,LOV,LOV18,LOV18-00,3,7,5,1864,10,1184
16897,с.,Горно Пещене,VRC,VRC10,VRC10-07,3,7,4,1864,06,1185
16907,с.,Горно поле,HKV,HKV18,HKV18-00,3,8,5,1864,26,1186
16910,с.,Горно Прахово,KRZ,KRZ02,KRZ02-06,3,7,7,1864,08,1187
16924,с.,Горно Сахране,SZR,SZR24,SZR24-05,3,5,5,1864,23,1188
16938,с.,Горно село,SFO,SFO16,SFO16-00,3,8,7,1864,22,1189
16969,с.,Горно Спанчево,BLG,BLG40,BLG40-00,3,8,5,1864,01,1190
16986,с.,Горно трапе,LOV,LOV34,LOV34-00,3,7,6,1864,10,1191
16995,с.,Горно Уйно,KNL,KNL29,KNL29-00,3,8,7,1864,09,1192
17004,с.,Горно Хърсово,BLG,BLG03,BLG03-00,3,8,7,1864,01,1193
17018,с.,Горно Церовене,MON,MON29,MON29-21,3,7,4,1864,11,1194
49076,с.,Горно Черковище,SZR,SZR12,SZR12-10,3,5,5,1864,23,1195
17035,с.,Горно Ябълково,BGS,BGS06,BGS06-00,3,8,5,1864,02,1196
16715,с.,Горнова могила,GAB,GAB05,GAB05-00,3,8,6,1864,07,1197
16941,с.,Горноселци,HKV,HKV11,HKV11-00,3,8,5,1864,26,1198
16955,с.,Горнослав,PDV,PDV01,PDV01-00,3,8,6,1871,15,1199
17049,с.,Горово,BGS,BGS23,BGS23-23,3,8,3,1864,02,1200
17052,с.,Горово,SML,SML31,SML31-00,3,8,8,1864,20,1201
17066,с.,Гороцвет,RAZ,RAZ17,RAZ17-04,3,7,5,1864,16,1202
17077,с.,Горочевци,PER,PER51,PER51-00,3,8,7,1864,13,1203
17083,с.,Горска,VTR,VTR13,VTR13-00,3,8,5,1864,04,1204
17097,с.,Горска поляна,JAM,JAM03,JAM03-00,3,8,5,1864,28,1205
17107,с.,Горски горен Тръмбеш,VTR,VTR06,VTR06-00,3,7,5,1864,04,1206
17124,с.,Горски долен Тръмбеш,VTR,VTR06,VTR06-00,3,7,3,1864,04,1207
17138,с.,Горски извор,KRZ,KRZ14,KRZ14-05,3,7,5,1864,08,1208
17141,с.,Горски извор,HKV,HKV09,HKV09-07,3,5,3,1864,26,1209
17155,с.,Горски Сеновец,VTR,VTR31,VTR31-00,3,7,4,1864,04,1210
17169,с.,Горско,HKV,HKV11,HKV11-04,3,8,5,1864,26,1211
17172,с.,Горско Абланово,TGV,TGV23,TGV23-02,3,7,3,1864,25,1212
17186,с.,Горско Дюлево,KRZ,KRZ21,KRZ21-00,3,8,6,1864,08,1213
17192,с.,Горско Калугерово,VTR,VTR32,VTR32-00,3,8,4,1871,04,1214
17208,с.,Горско Косово,VTR,VTR32,VTR32-00,3,7,3,1864,04,1215
17213,с.,Горско ново село,VTR,VTR14,VTR14-01,3,7,3,1864,04,1216
17227,с.,Горско Писарево,VTR,VTR14,VTR14-00,3,8,6,1864,04,1217
17230,с.,Горско село,TGV,TGV22,TGV22-00,3,7,6,1864,25,1218
17244,с.,Горско Сливово,LOV,LOV17,LOV17-01,3,6,5,1864,10,1219
17258,с.,Горталово,PVN,PVN24,PVN24-00,3,7,4,1864,14,1220
17275,с.,Горун,DOB,DOB29,DOB29-00,3,8,2,1864,24,1221
17289,с.,Горунака,SFO,SFO18,SFO18-00,3,8,6,1864,22,1222
17302,с.,Горчево,BLG,BLG33,BLG33-00,3,8,7,1864,01,1223
17316,с.,Горяни,GAB,GAB35,GAB35-00,3,8,6,1864,07,1224
17323,с.,Господиново,VAR,VAR05,VAR05-00,3,7,3,1864,03,1225
17333,с.,Господиново,SLS,SLS15,SLS15-10,3,8,3,1864,18,1226
17347,с.,Господинци,BLG,BLG11,BLG11-05,3,6,6,1864,01,1227
17350,с.,Гостилица,GAB,GAB12,GAB12-00,3,6,5,1864,07,1228
17364,с.,Гостиля,PVN,PVN10,PVN10-00,3,7,2,1864,14,1229
17378,с.,Гостиня,LOV,LOV18,LOV18-00,3,7,4,1864,10,1230
17381,с.,Гостун,BLG,BLG01,BLG01-00,3,8,7,1864,01,1231
17395,гр.,Гоце Делчев,BLG,BLG11,BLG11-00,1,2,6,1864,01,1232
17405,с.,Градево,BLG,BLG44,BLG44-00,3,7,5,1864,01,1233
17419,с.,Градежница,LOV,LOV33,LOV33-08,3,5,5,1864,10,1234
17422,с.,Градец,VID,VID09,VID09-11,3,5,2,1864,05,1235
17436,с.,Градец,SLV,SLV11,SLV11-04,3,5,5,1864,19,1236
17449,с.,Градец,SFO,SFO26,SFO26-00,3,7,7,1864,22,1237
17453,с.,Градешница,VRC,VRC21,VRC21-06,3,6,3,1864,06,1238
17470,с.,Градина,PVN,PVN11,PVN11-03,3,6,2,1864,14,1239
17484,с.,Градина,PDV,PDV23,PDV23-05,3,5,3,1864,15,1240
17498,с.,Градина,RAZ,RAZ17,RAZ17-05,3,7,5,1864,16,1241
17508,с.,Градинарово,VAR,VAR24,VAR24-05,3,6,2,1864,03,1242
17511,с.,Градини,DOB,DOB12,DOB12-00,3,8,3,1864,24,1243
17525,с.,Градинка,TGV,TGV02,TGV02-00,3,8,5,1864,25,1244
17542,с.,Градище,GAB,GAB29,GAB29-00,3,7,5,1864,07,1245
17556,с.,Градище,PVN,PVN16,PVN16-06,3,5,2,1864,14,1246
17573,с.,Градище,SHU,SHU30,SHU30-05,3,6,4,1864,27,1247
17587,с.,Градница,GAB,GAB29,GAB29-09,3,5,5,1864,07,1248
17590,с.,Градница,DOB,DOB27,DOB27-08,3,7,4,1864,24,1249
17600,с.,Градско,SLV,SLV20,SLV20-14,3,6,6,1864,19,1250
17614,с.,Градсковски колиби,VID,VID03,VID03-00,3,8,5,1864,05,1251
17631,с.,Градът,SML,SML31,SML31-00,3,7,8,1864,20,1252
17645,гр.,Грамада,VID,VID15,VID15-00,1,5,4,1864,05,1253
17659,с.,Грамаде,KNL,KNL48,KNL48-00,3,8,6,1864,09,1254
17676,с.,Грамаде,SML,SML27,SML27-00,3,7,7,1864,20,1255
17680,с.,Грамаждано,KNL,KNL29,KNL29-00,3,7,7,1864,09,1256
17693,с.,Граматиково,BGS,BGS12,BGS12-00,3,6,3,1864,02,1257
17703,с.,Граматици,VTR,VTR13,VTR13-00,3,8,5,1864,04,1258
17717,с.,Гранит,SZR,SZR04,SZR04-05,3,7,3,1864,23,1259
17720,с.,Гранитец,BGS,BGS06,BGS06-00,3,8,3,1864,02,1260
17734,с.,Гранитово,VID,VID01,VID01-00,3,8,5,1864,05,1261
17748,с.,Гранитово,JAM,JAM07,JAM07-05,3,6,3,1864,28,1262
17751,с.,Граница,KNL,KNL29,KNL29-11,3,6,6,1864,09,1263
17765,с.,Граничак,VID,VID01,VID01-00,3,8,6,1864,05,1264
17779,с.,Граничар,BGS,BGS06,BGS06-00,3,8,5,1864,02,1265
17782,с.,Граничар,DOB,DOB29,DOB29-00,3,7,1,1864,24,1266
17806,с.,Граф Игнатиево,PDV,PDV17,PDV17-04,3,5,3,1864,15,1267
17823,с.,Грашево,PAZ,PAZ08,PAZ08-06,3,5,8,1864,12,1269
17837,с.,Гращица,SML,SML31,SML31-00,3,8,8,1864,20,1270
17840,с.,Греевци,TGV,TGV02,TGV02-00,3,8,5,1864,25,1271
17854,с.,Гривица,PVN,PVN24,PVN24-08,3,5,4,1864,14,1272
17868,с.,Гривка,KRZ,KRZ15,KRZ15-10,3,8,5,1864,08,1273
17871,с.,Гривяк,KRZ,KRZ14,KRZ14-00,3,7,6,1864,08,1274
17885,с.,Григорево,SFO,SFO17,SFO17-04,3,6,6,1864,22,1275
17909,с.,Грозден,BGS,BGS23,BGS23-06,3,7,4,1864,02,1276
17912,с.,Гроздьово,VAR,VAR13,VAR13-06,3,5,1,1864,03,1277
17943,с.,Громшин,MON,MON04,MON04-04,3,6,2,1864,11,1278
17957,с.,Грохотно,SML,SML09,SML09-03,3,6,7,1864,20,1279
17988,с.,Груево,KRZ,KRZ21,KRZ21-06,3,5,5,1864,08,1280
17991,с.,Гръблевци,GAB,GAB05,GAB05-00,3,8,5,1864,07,1281
18006,с.,Грълска падина,SFO,SFO16,SFO16-00,3,8,6,1864,22,1282
18018,с.,Грънчарово,SLS,SLS10,SLS10-05,3,6,4,1864,18,1283
18037,с.,Губеш,SFO,SFO09,SFO09-00,3,8,8,1864,22,1284
18040,с.,Губислав,SFO,SFO43,SFO43-00,3,8,8,1864,22,1285
18054,с.,Гугутка,HKV,HKV11,HKV11-04,3,8,3,1864,26,1286
18068,с.,Гудевица,SML,SML31,SML31-01,3,8,8,1864,20,1287
18071,с.,Гулийка,KRZ,KRZ15,KRZ15-11,3,7,5,1864,08,1288
18085,с.,Гулия,KRZ,KRZ15,KRZ15-00,3,8,5,1864,08,1289
18099,гр.,Гулянци,PVN,PVN08,PVN08-00,1,4,1,1864,14,1290
18109,с.,Гумощник,LOV,LOV34,LOV34-00,3,7,5,1864,10,1291
18112,с.,Гурбановци,KNL,KNL29,KNL29-00,3,8,8,1864,09,1292
18126,с.,Гургулица,KRZ,KRZ21,KRZ21-00,3,8,5,1864,08,1293
18133,с.,Гургулят,SFO,SFO45,SFO45-00,3,8,7,1864,22,1294
18143,с.,Гурково,SFO,SFO07,SFO07-00,3,7,5,1864,22,1295
18157,гр.,Гурково,SZR,SZR37,SZR37-00,1,4,5,1864,23,1296
18160,с.,Гурково,DOB,DOB03,DOB03-03,3,6,3,1864,24,1297
18174,с.,Гурмазово,SFO,SFO06,SFO06-00,3,6,6,1864,22,1298
18188,с.,Гусла,SHU,SHU18,SHU18-02,3,6,5,1864,27,1299
18191,с.,Гуслар,DOB,DOB27,DOB27-09,3,8,3,1864,24,1300
18201,с.,Гуцал,SFO,SFO39,SFO39-00,3,7,7,1864,22,1301
18215,с.,Гъбене,GAB,GAB05,GAB05-00,3,6,4,1864,07,1302
18229,с.,Гълъбец,BGS,BGS17,BGS17-06,3,5,2,1864,02,1303
18232,с.,Гълъбец,HKV,HKV34,HKV34-08,3,6,5,1864,26,1304
18259,с.,Гълъбинци,JAM,JAM25,JAM25-00,3,6,3,1864,28,1305
18263,с.,Гълъбник,PER,PER36,PER36-00,3,7,6,1864,13,1306
00850,с.,Гълъбово,SML,SML02,SML02-01,3,6,7,1864,20,1307
15638,с.,Гълъбово,BLG,BLG02,BLG02-00,3,8,8,1864,01,1308
18277,с.,Гълъбово,PDV,PDV42,PDV42-00,3,7,6,1864,15,1309
18280,гр.,Гълъбово,SZR,SZR07,SZR07-00,1,3,2,1864,23,1310
18294,с.,Гълъбовци,SFO,SFO45,SFO45-00,3,7,7,1864,22,1311
18304,с.,Гъмзово,VID,VID06,VID06-03,3,6,3,1864,05,1312
18318,с.,Гърбино,KNL,KNL29,KNL29-00,3,8,7,1864,09,1313
18321,с.,Гърбище,KRZ,KRZ02,KRZ02-07,3,7,7,1864,08,1314
18335,с.,Гърдевци,VTR,VTR13,VTR13-00,3,8,5,1864,04,1315
18349,с.,Гърло,PER,PER08,PER08-00,3,8,7,1864,13,1316
18352,с.,Гърляно,KNL,KNL29,KNL29-00,3,6,7,1864,09,1317
18366,с.,Гърмен,BLG,BLG13,BLG13-00,3,4,6,1864,01,1318
18374,с.,Гърнати,SML,SML18,SML18-00,3,7,7,1864,20,1319
18397,с.,Гърня,GAB,GAB12,GAB12-00,3,8,5,1864,07,1320
18407,с.,Гърчиново,TGV,TGV23,TGV23-03,3,6,3,1864,25,1321
18410,с.,Гъсково,KRZ,KRZ16,KRZ16-33,3,8,4,1864,08,1322
18424,с.,Гьоврен,SML,SML09,SML09-04,3,6,8,1864,20,1323
18455,с.,Гюешево,KNL,KNL29,KNL29-00,3,6,8,1864,09,1324
18469,с.,Гюльовца,BGS,BGS15,BGS15-03,3,6,1,1864,02,1325
18472,с.,Гюргево,BLG,BLG33,BLG33-00,3,8,6,1864,01,1326
18486,с.,Гюргич,VID,VID33,VID33-00,3,7,5,1864,05,1327
20027,с.,Давери,VTR,VTR13,VTR13-00,3,8,5,1864,04,1328
20033,с.,Давидково,SML,SML02,SML02-06,3,5,8,1864,20,1329
20047,с.,Давидово,SLS,SLS15,SLS15-00,3,7,2,1864,18,1330
20050,с.,Давидово,TGV,TGV35,TGV35-12,3,7,3,1864,25,1331
20064,с.,Дагоново,BLG,BLG02,BLG02-04,3,6,8,1864,01,1332
20078,с.,Даевци,GAB,GAB35,GAB35-00,3,8,6,1864,07,1333
20081,с.,Дайновци,VTR,VTR13,VTR13-00,3,8,5,1864,04,1334
20105,с.,Дамяница,BLG,BLG40,BLG40-08,3,5,3,1864,01,1335
20119,с.,Дамяново,GAB,GAB29,GAB29-10,3,6,5,1864,07,1336
20153,с.,Даскал-Атанасово,SZR,SZR27,SZR27-00,3,7,3,1864,23,1337
20167,с.,Даскалово,KRZ,KRZ35,KRZ35-04,3,6,6,1864,08,1338
20184,гр.,Две могили,RSE,RSE08,RSE08-00,1,4,3,1864,17,1339
20198,с.,Две тополи,SML,SML02,SML02-00,3,8,7,1864,20,1340
20208,с.,Дворище,KNL,KNL29,KNL29-00,3,7,6,1864,09,1341
20211,с.,Дворище,SZR,SZR37,SZR37-00,3,8,5,1864,23,1342
